photo_ids,lats,longs,names,localities,neighbourhoods,regions
50801910903,60.945555,25.646944,vt12_letke_osa2_venetsia_painopenger_20170323-8_33220225470_o,Lahti,Nikkilä,Paijat-Hame
50802651951,60.956944,25.675833,vt12_letke_osa1b_pl17000_lnteen_20180409_41384377572_o,Lahti,Nikkilä,Paijat-Hame
50802749626,60.955286,25.691875,vt12_letke_osa1b_23_pintamaan_poisto_20171101_38113776424_o,Lahti,Nikkilä,Paijat-Hame
50802747016,60.959444,25.697777,vt12_letke_osa1b_hartwallin_vj_20180514_27297598777_o,Lahti,Nikkilä,Paijat-Hame
50802746156,60.957172,25.690461,vt12_letke_osa1b_10_rakentaminen_20171108_23965287317_o,Lahti,Nikkilä,Paijat-Hame
50802746016,60.953611,25.669722,vt12_letke_osa1b_liipola_tutkimustunneli1_20180404_41426602531_o,Lahti,Nikkilä,Paijat-Hame
50802003043,60.957197,25.690008,vt12_letke_osa1b_12_painumalevy_20171106_23965286287_o,Lahti,Nikkilä,Paijat-Hame
50802002808,60.955055,25.691602,vt12_letke_osa1b_13_painumalevy_20171106_23965285847_o,Lahti,Nikkilä,Paijat-Hame
50802861272,60.954813,25.693913,vt12_letke_osa1b_24_pintamaan_poisto_20171101_38829984101_o,Lahti,Nikkilä,Paijat-Hame
50802001948,60.954813,25.693913,vt12_letke_osa1b_6_rakentaminen_20171113_38113779794_o,Lahti,Nikkilä,Paijat-Hame
50802859122,60.956222,25.689997,vt12_letke_osa1b_4_rakentaminen_38829989491_o,Lahti,Nikkilä,Paijat-Hame
50801999853,60.953888,25.674166,vt12_letke_osa1b_liipola_tymaatie_20180509_28163307628_o,Lahti,Nikkilä,Paijat-Hame
50802741826,60.955102,25.692105,vt12_letke_osa1b_31_lahtotilanne_20171009_38799022212_o,Lahti,Nikkilä,Paijat-Hame
50801998943,60.955102,25.692105,vt12_letke_osa1b_30_lahtotilanne3_23965278117_o,Lahti,Nikkilä,Paijat-Hame
50802857337,60.959736,25.691083,vt12_letke_osa1b_1_valmis_penger_23965290567_o,Lahti,Nikkilä,Paijat-Hame
50801996308,60.955108,25.692119,vt12_letke_osa1b_29_lahtotilanne4_23965278377_o,Lahti,Nikkilä,Paijat-Hame
50802738771,60.957069,25.690169,vt12_letke_osa1b_9_rakentaminen_20171108_23965287497_o,Lahti,Nikkilä,Paijat-Hame
50802738166,60.957161,25.690761,vt12_letke_osa1b_11_painumalevy_20171106_23965286627_o,Lahti,Nikkilä,Paijat-Hame
50802853707,60.956791,25.690083,vt12_letke_osa1b_3_rakentaminen_37943422385_o,Lahti,Nikkilä,Paijat-Hame
50802736971,60.957269,25.690000,vt12_letke_osa1b_8_rakentaminen_20171108_37943422395_o,Lahti,Nikkilä,Paijat-Hame
50802852577,60.954444,25.697500,vt12_letke_osa1b_hartwallin_vesijohto_20180514_42122825122_o,Lahti,Nikkilä,Paijat-Hame
50802851667,60.957444,25.689930,vt12_letke_osa1b_2_valmis_penger_37943424715_o,Lahti,Nikkilä,Paijat-Hame
50802724891,60.952777,25.671666,vt12_letke_osa1b_liipolan_tymaatiet_20180416_41578890211_o,Lahti,Nikkilä,Paijat-Hame
50801978278,60.954444,25.669722,vt12_letke_osa1b_liipolan_tutkimustunneli1_lnteen_20180416_41578893901_o,Lahti,Nikkilä,Paijat-Hame
50802837962,60.954722,25.669722,vt12_letke_osa1b_liipolan_tutkimustunnelilta_lnteen_20180416_41578892441_o,Lahti,Nikkilä,Paijat-Hame
50801976798,60.953611,25.669722,vt12_letke_osa1b_liipolan_tutkimustunneli1_20180326_27554859398_o,Lahti,Nikkilä,Paijat-Hame
50801973488,60.956622,25.697663,vt12_letke_osa1b_s28_20190429_2_46901201495_o,Lahti,Nikkilä,Paijat-Hame
50801970183,60.957172,25.698533,vt12_letke_osa1b_s28-s29_20190429_47027991344_o,Lahti,Nikkilä,Paijat-Hame
50801968243,60.954425,25.625538,vt12_letke_osa1b_s22_20190429_47765311022_o,Lahti,Laune,Paijat-Hame
50802771037,60.955416,25.691800,vt12_letke_osa1b_22_instrumentointi_20171102_37943418305_o,Lahti,Nikkilä,Paijat-Hame
50802654356,60.957100,25.690675,vt12_letke_osa1b_19_instrumentointi_20171102_23965283117_o,Lahti,Nikkilä,Paijat-Hame
50801910293,60.957044,25.690300,vt12_letke_osa1b_17_instrumentointi_20171102_37943420995_o,Lahti,Nikkilä,Paijat-Hame
50802770802,60.957116,25.690600,vt12_letke_osa1b_18_instrumentointi_20171102_23965283407_o,Lahti,Nikkilä,Paijat-Hame
50802654076,60.955347,25.691483,vt12_letke_osa1b_21_instrumentointi_20171102_37943418825_o,Lahti,Nikkilä,Paijat-Hame
50802653946,60.957069,25.690622,vt12_letke_osa1b_15_instrumentointi_20171102_38113778194_o,Lahti,Nikkilä,Paijat-Hame
50801908818,60.955144,25.691705,vt12_letke_osa1b_16_instrumentointi_20171102_23965284527_o,Lahti,Nikkilä,Paijat-Hame
50800431738,60.979444,25.489444,vt12_letke_osa1a_soramki_murskauslaitos_20180509_41136046755_o,Hollola,Vesala,Paijat-Hame
50800412888,60.965277,25.569166,vt12_letke_osa1a_y11_20180404_40531710675_o,Hollola,Okeroinen,Paijat-Hame
50801155491,60.965000,25.568888,vt12_letke_osa1a_y11_20180411_41384379852_o,Hollola,Okeroinen,Paijat-Hame
50801211316,60.954905,25.566797,vt12_letke_osa1a_s9_20190502_2_33940333968_o,Hollola,Okeroinen,Paijat-Hame
50800464688,60.954891,25.566766,vt12_letke_osa1a_s9_20190502_40851098123_o,Hollola,Okeroinen,Paijat-Hame
50801199451,60.955000,25.566666,vt12_letke_osa1a_s9_20190626_48186033151_o,Hollola,Okeroinen,Paijat-Hame
50801199056,60.954850,25.566805,vt12_letke_osa1a_s9-patiokallio_20190502_40851096923_o,Hollola,Okeroinen,Paijat-Hame
50801311527,60.954444,25.596111,vt12_letke_osa1a_s14_s15_20190626_48186094817_o,Hollola,Okeroinen,Paijat-Hame
50800451668,60.954911,25.566800,vt12_letke_osa1a_s9_20190502_3_40851097513_o,Hollola,Okeroinen,Paijat-Hame
50801194206,60.954188,25.569030,vt12_letke_osa1a_s9_20190502_4_47765311762_o,Hollola,Okeroinen,Paijat-Hame
50800345468,60.957222,25.559166,vt12_letke_osa1a_patiokallio_20180419_1_27709309788_o,Hollola,Okeroinen,Paijat-Hame
50796355028,60.395100,25.658488,Porvoo,Porvoo,Borgå,Newland
50796354778,60.395100,25.658488,Porvoo,Porvoo,Borgå,Newland
50797104386,60.395100,25.658488,Porvoo,Porvoo,Borgå,Newland
50796354298,60.395100,25.658488,Porvoo,Porvoo,Borgå,Newland
50797058176,60.395969,25.653419,Näsinmäki,Porvoo,Prästgårdsbacken,Newland
50796308168,60.397400,25.657324,Kirkkotori muurin takaa,Porvoo,Prästgårdsbacken,Newland
50797058076,60.395465,25.657721,Raatihuoneen tori 2,Porvoo,Borgå,Newland
50797174502,60.395465,25.657721,Raatihuoneen tori 1,Porvoo,Borgå,Newland
50797056121,60.395434,25.659942,Myllynkiviaukio,Porvoo,Borgå,Newland
50797172882,60.395858,25.660146,Kirkkokatu-Karsmaninkuja,Porvoo,Borgå,Newland
50797056016,60.395094,25.658805,Helmi 1,Porvoo,Borgå,Newland
50797172832,60.395094,25.658805,Helmi 2,Porvoo,Borgå,Newland
50796361781,60.207289,25.637462,P1010001_2_3-1,Porvoo,Boviken,Newland
50796480547,60.207422,25.637377,P1010010_1_2-1,Porvoo,Boviken,Newland
50796360226,60.207289,25.637387,P1010013_4_5-1,Porvoo,Boviken,Newland
50796358036,60.207582,25.638129,P1010046_7_8-1,Porvoo,Boviken,Newland
50794345248,60.207491,25.637721,P1010034_5_6_tonemapped-1,Porvoo,Boviken,Newland
