,lat,lon,size
132,67.47406294444441,22.56259542424244,198
133,60.37920218840578,25.69984092753623,69
134,67.43289681481481,24.948890074074072,27
135,60.187342488,24.793418167999995,125
136,64.33168899999998,27.881485476190473,21
137,63.073724711864394,21.63109655932203,59
138,69.85607633333333,30.033056000000002,6
139,59.922925283018856,30.386441811320758,53
140,63.0649666,21.734148085714292,35
141,69.60770375308645,29.042235938271606,81
142,63.09711762765961,21.600752205673764,282
143,66.5682658767123,25.945031958904114,73
144,61.51281339175262,23.614950783505158,194
145,64.13570661184214,28.26431021052632,152
146,63.555071548262525,29.13824141312741,259
147,61.67690808196721,29.069334885245897,61
148,69.22136482894736,29.194452105263156,76
149,65.58356605295951,22.145655034267904,321
150,63.307294066666664,21.831673799999997,15
151,68.84425573749999,28.32398320625,160
152,63.21837166666668,22.840387111111117,45
153,62.830258725,28.954546799999992,40
154,63.68051574895395,22.69878973640168,239
155,63.208820246753255,21.52993863636363,77
156,60.74205137096776,27.164541677419354,62
157,60.980430938271624,25.65785586111111,324
158,60.51714795833334,21.785917875,24
159,63.71338093333334,26.8618106,15
160,60.43097537179488,22.181056256410265,78
161,65.02211046815286,25.470209729299352,314
162,69.2704120487805,20.53677058536586,41
163,65.149424,25.38751825,8
164,65.0141530655738,25.461321491803275,123
165,64.10621258333335,28.103271083333336,12
166,63.701252382978716,22.60226617021277,47
167,63.56055601956948,27.18650517808218,511
168,66.45079518181815,22.80564356250001,176
169,64.95301259210527,21.199356592105268,76
170,66.71289677777776,27.433862736111106,72
171,63.65956672137407,22.54519027480917,262
172,60.45492335616439,22.26247497602739,292
173,63.10994506666667,23.061686133333335,15
174,60.91210336363635,26.622264272727268,66
175,62.58937349999999,29.725416562499998,32
176,61.64102646206898,22.88029016551723,145
177,66.01320871544718,20.777919439024387,123
178,65.3778338888889,22.22463488888889,9
179,69.01002669655172,20.880255744827583,145
180,63.0795906966292,27.66493324157303,178
181,64.98142211320751,28.90901898113208,53
182,68.10681768181819,27.405361090909093,22
183,65.62591645454546,22.104202227272726,22
184,69.23269143750001,21.99954314583333,96
185,59.98474482608695,30.314898239130432,88
186,66.59092985714288,25.922703650793657,63
187,61.684600980769204,24.993732461538464,52
188,62.376888850393684,21.33657477165353,127
189,60.598787999999985,30.257358999999994,11
190,69.85830707142857,30.134329,14
191,65.63331178070173,27.62075315789475,228
192,62.34509618181821,22.27077184090909,44
193,62.91229690229885,27.652877959770127,174
194,65.18484326086956,25.593388304347826,23
195,62.548999823529414,29.256106352941178,17
196,64.79461680000001,23.592573688888894,45
197,66.63509609999998,25.191410100000006,50
198,63.741780535714284,27.85224782142858,28
199,60.18337865714285,25.43334622857143,35
200,68.99791574725276,23.048468978021972,182
201,67.77983506976744,29.32575890697675,43
202,60.17729512500001,24.2005910625,32
203,62.453660090909125,23.7893074090909,44
204,67.60513877777778,28.443918777777775,9
205,69.72612546264367,30.04341997126438,348
206,67.2020730952381,20.672143476190485,63
207,62.785891521739124,27.831158,23
208,63.562639666666676,27.768585333333323,84
209,59.92268323239439,30.289624450704228,147
210,62.9955905,22.906756807692304,26
211,61.57012907526878,21.52494068817204,93
212,65.61332530097087,22.145886650485444,103
213,68.91584507109006,27.021729322274883,211
214,63.285799826086944,29.29791036231885,69
215,63.1795025135135,29.45420635135135,37
216,65.02274078260868,24.712651492753622,69
217,63.64611896052629,23.505431394736842,76
218,66.55745385714286,25.883359857142857,7
219,62.35339879591837,22.872423979591836,49
220,65.19047,20.568697333333336,21
221,60.209839679687505,21.9170422421875,128
222,69.76388022857145,25.09980074285715,35
223,62.077685875,26.5648721875,16
224,60.22130241463413,25.170860097560983,41
225,63.357112035714295,27.377637482142855,56
226,68.39037277647054,23.570177258823527,170
227,59.9848661956522,22.454630891304344,46
228,63.47312192592591,22.987587148148144,27
229,67.61894276470589,24.09582359663866,119
230,68.92686756896553,21.001614120689663,116
231,64.27272826666665,23.966312933333338,45
232,63.03073877777777,22.705881111111108,18
233,69.46122461538464,30.02710518461538,65
234,59.91114343396226,30.326883698113203,53
235,60.87593565384616,26.723329923076925,104
236,67.93159885906041,23.67501290604027,149
237,59.944556230769244,30.358459894230755,104
238,60.20588037642586,24.98080632319391,263
239,62.11472883673469,28.28206169387756,49
240,69.76536034782607,23.59734088695652,115
241,60.5148578548387,26.544639306451607,62
242,63.38853779166667,30.231473250000008,48
243,63.52362756521738,22.507102565217387,46
244,60.39703217924526,25.652675028301882,106
245,62.074301818181794,29.53365381818181,44
246,65.13266429807689,21.528890499999996,104
247,60.21005097142856,22.11581,70
248,68.30208634146342,23.958714609756097,41
249,60.61362904347826,25.604264739130436,23
250,66.21661063440862,28.549417817204294,93
251,63.21220352439027,28.30440754878049,82
252,63.11736064705883,21.684923647058824,17
253,63.932271482758615,23.069770241379313,29
254,60.33051716279069,25.590026441860463,43
255,62.48873706437768,25.844664884120157,233
256,61.55676660663508,23.519859924170614,211
257,69.46422607913665,25.368037194244586,139
258,65.02249754794522,25.485663246575342,73
259,69.58223515348834,20.51789278139535,215
260,61.93688649056601,24.17990386792452,106
261,61.50127956637168,23.71371018584071,113
262,61.94832182758621,25.73634555172414,29
263,68.86162030769229,28.221878499999995,26
264,62.933945111111115,22.54149105555556,36
265,60.49531437209301,24.82165341860465,43
266,59.92599074,30.35597182000002,50
267,63.54856302500001,27.242410587500007,80
268,62.44633668275864,25.94383059310345,145
269,63.89360577049181,23.411219163934422,61
270,60.34393060869565,22.840506086956523,69
271,64.697282040404,28.37337741414141,99
272,65.96809585294119,26.47060847058824,68
273,60.4228897979798,22.095997434343428,99
274,65.5864330612245,22.2387212244898,49
275,69.2924395416667,25.829708749999995,24
276,62.89884166666668,27.390351688888888,45
277,63.75664509999999,22.7409929,10
278,64.1484512,25.841067099999986,50
279,68.33567959999999,27.50894599999999,65
280,62.58654528571429,25.796093000000003,7
281,67.29736420353983,28.151336194690256,113
282,63.29630579919679,30.022072100401576,249
283,67.71468989523808,24.540667295238105,105
284,63.44999523076923,23.324250846153845,26
285,62.09561765517242,25.335934034482754,29
286,67.84521619554849,20.60225573131956,629
287,69.4784902181818,20.83356998181818,55
288,61.50869589147286,23.441072364341082,129
289,61.131266990099014,21.51203904950495,101
290,65.02194488235294,25.458156029411764,34
291,66.55589665517242,28.02313331034482,29
292,64.67000754285715,29.386710800000003,35
293,64.91549425,25.577094624999997,40
294,67.32974208333333,27.94401225,12
295,69.0386140595238,28.973853523809517,84
296,68.42788786986303,27.428916602739733,146
297,62.62588601190476,26.937937511904757,84
298,60.16609550393702,24.6479966456693,127
299,68.88305953061221,28.420143887755103,98
300,64.36296920634919,28.119210730158738,63
301,69.79040013008128,20.575017097560984,246
302,66.54456317857145,25.855319059523794,84
303,67.54986981249999,24.476633562499998,64
304,62.79456992857143,28.38854154761905,42
305,66.90665653333333,25.3891126,15
306,69.0939452105263,20.825868263157897,19
307,67.43744898181819,25.6014756909091,110
308,61.86675428625953,28.889457034351118,262
309,66.51369884210527,23.98169688157895,76
310,64.6795179036145,21.195882084337345,83
311,63.59770392307692,22.79803511538462,26
312,69.52593409420291,23.5594805942029,138
313,61.12820996666669,21.42489193333333,30
314,60.649479125000006,21.959794374999998,8
315,61.69074549275364,24.236034318840577,69
316,63.633620482954534,22.735021727272734,176
317,62.2194466,28.924252733333333,15
318,63.22056149056604,27.119956849056614,53
319,63.469943735294116,22.674542941176465,34
320,60.39475218018018,25.65884602102101,333
321,60.84853982142857,26.44015821428572,28
322,66.54337111030742,25.845692301989136,553
323,64.39890638636365,26.962250000000008,44
324,64.65675879545455,24.737913227272724,44
325,69.71225600000002,30.072579574468094,47
326,67.259737,21.06722529310346,58
327,69.72959918217056,30.072316565891487,258
328,63.02368101408452,21.545824070422533,71
329,64.23738981818182,28.00305136363636,22
330,61.84280099999998,29.872624292397674,171
331,60.48746627397258,22.370179260273957,73
332,63.62245704411765,22.66440519117648,136
333,66.53875299999999,25.80273030769231,26
334,67.85941321250002,20.46387478750001,80
335,61.48672939062499,29.542229968750014,64
336,61.06730694520548,28.162465465753428,73
337,60.263210361623656,25.045800656826554,271
338,63.857245651515136,23.115376196969706,66
339,67.28698316176472,28.193473000000008,68
340,65.79860319999999,21.606196999999995,55
341,60.63177806382977,25.343525127659575,47
342,60.520313569444475,26.908822750000006,72
343,64.23866077946766,23.813459802281383,263
344,67.68206815151515,21.60073452525253,99
345,62.18798621052632,28.62692194736842,19
346,64.81400266666665,24.603195333333332,27
347,61.686022095652184,27.30456103478263,230
348,60.14796719277108,24.981410686746987,83
349,69.74713156603774,29.839627811320742,53
350,62.59530854771786,29.77690492116182,241
351,69.6739031935484,30.124309838709674,31
352,61.123073547945204,26.232636000000007,73
353,66.03321779591836,21.296218714285715,49
354,67.66680996551723,24.316424172413793,29
355,64.38313180208334,21.38658154166667,96
356,69.82641103773588,21.978187207547162,53
357,61.68300800000001,26.461435791666677,192
358,65.64371765384615,29.451762942307692,52
359,60.333762459459464,21.985520675675676,37
360,59.85495877777779,30.39221177777778,9
361,60.51719479411765,26.030416676470587,34
362,64.445841,20.64567775,12
363,68.52654895555555,21.955198022222227,45
364,63.67210171929825,22.91555859649123,57
365,67.02236015040651,27.234507939024386,246
366,62.985652411764704,21.986109470588232,17
367,61.24835641379311,26.847423982758613,58
368,64.12471511249998,28.470020899999998,80
369,65.56265185436894,22.108440106796127,103
370,60.43896212328767,26.252340342465757,73
371,63.62389114545452,22.723894254545456,55
372,63.83039992592594,23.177784296296295,27
373,67.7977518496042,24.817887168865433,379
374,68.74508191666668,21.407311366666658,60
375,62.930797330000004,22.039252020000003,100
376,64.95051028846156,25.72656825,52
377,64.90483026794259,25.49541959330143,209
378,62.20945928431373,25.676572980392137,102
379,59.8680062,29.865673599999997,10
380,68.2514240754717,23.099183415094334,53
381,65.49861015384616,28.613205333333337,39
382,62.89716652941177,21.378277897058826,68
383,61.001099517241386,24.48241551724138,29
384,69.87779116666668,27.03104308333333,12
385,64.79617664285713,25.62815635714285,56
386,60.74203170588236,23.615220823529416,17
387,61.93864964705882,23.538393294117654,51
388,63.542014728682176,23.7094162868217,129
389,68.93464556896551,28.011178137931037,58
390,68.10705115384617,27.04068919230769,78
391,61.71534300000002,21.51995757142857,28
392,69.49983587878789,28.535110818181813,33
393,66.83955858695649,28.667247804347827,46
394,63.138811499999996,27.97586675,32
395,63.256886576923065,26.27502073076922,26
396,67.60632458671584,24.214563420664213,271
397,65.3511436358974,21.398728307692302,195
398,60.21072586363636,20.667008636363636,22
399,63.65929248571429,22.826094257142856,35
400,62.92511355999999,22.214308159999995,25
401,64.76730296666668,27.787498733333333,30
402,63.8576409019608,23.311197078431373,51
403,64.2181908,23.681233257142857,35
404,62.968588761904755,25.798692523809525,21
405,61.60398605932201,21.448583576271187,118
406,63.64419118181817,22.767223113636366,44
407,63.6263161559633,28.362820155963302,109
408,68.43743712264154,22.465383886792456,106
409,69.78133734285713,30.094771571428574,35
410,60.79425447826088,21.380721956521743,23
411,60.1872773655914,29.521347612903224,93
412,63.176132828124985,23.719166328125,64
413,62.64351621428572,22.429517785714285,28
414,61.32587163157894,22.22775676315789,38
415,62.095712,22.128679933333338,30
416,69.66561400537636,29.91395966129035,186
417,64.51099596551725,25.2076204137931,29
418,62.466029769230765,25.822097384615386,13
419,64.48985417073172,24.285147341463418,41
420,63.278685645514244,28.034848487965025,457
421,66.58594417948723,26.108645346153857,156
422,60.959726068181816,25.81921788636363,44
423,63.27629156818181,22.42441781818182,44
424,62.476469675675666,28.65501132432432,37
425,65.5952666595745,22.42305708510639,47
426,65.8469520952381,22.22101466666666,21
427,62.978630499999994,27.73423061111111,18
428,62.242958624999986,26.113821774999998,40
429,63.468490191666696,26.65288342500001,120
430,64.68697716666665,24.576226785714283,42
431,62.888402137651816,27.694183202429162,247
432,60.30278244827586,22.31697239655172,58
433,64.99747855,22.6914138,20
434,59.95038358139536,30.397995011627923,86
435,65.59645449230767,22.062916553846147,65
436,64.78599360000005,25.676916929411778,170
437,63.83820770945943,23.13378598648652,301
438,60.05027403636361,23.537929709090907,55
439,69.41076973076923,30.22967273076923,26
440,67.61083671,21.096579930000004,100
441,65.17416099999998,29.729398388888885,18
442,67.54376843548384,24.266093975806452,124
443,69.854784380597,23.33405425373136,134
444,61.67113299999999,28.643518,8
445,64.02171658088233,25.347187360294107,136
446,60.96466509090908,22.647021863636365,66
447,66.57531322666667,25.8256446,75
448,69.05387075630253,20.564142184873955,117
449,63.696618888888864,25.948796126984124,63
450,63.84408026804124,23.07959679381443,96
451,63.202846478873255,24.8278265915493,71
452,65.96867449999996,22.72038020833333,72
453,65.01540159405941,25.475687198019788,99
454,62.319466987179474,27.89628233333333,78
455,68.78418376923076,28.101593615384616,13
456,61.49999191814951,23.792325967971532,281
457,66.56310204516124,25.641114522580647,155
458,65.64379793999993,22.024426999999996,200
459,63.47576865624999,22.363092812500007,32
460,59.85430497222223,30.325453138888886,36
461,59.93995970588234,30.32670803781514,237
462,62.24635077999999,25.900018919999997,50
463,60.21491747826088,25.898492521739133,46
464,65.33987473076924,21.629559461538463,26
465,64.91263961538462,21.334361230769225,26
466,63.83796870833332,23.12239224166666,116
467,60.907453571428576,21.756316142857145,14
468,59.88322342771086,29.91452972891567,166
469,63.3204815703125,21.282155054687493,128
470,66.46651157142857,25.916635714285718,7
471,67.14064587636359,26.939214374545443,275
472,65.02498876470591,25.43844052941176,51
473,64.98827433333332,25.440405222222225,9
474,68.07278313333332,21.81124923333333,60
475,64.20648296,21.916255390000007,100
476,67.31465738666665,23.58023532,75
477,66.76182902985074,28.841448350746273,134
478,61.667076350000016,23.614712649999998,20
479,66.90855536956522,26.333010782608692,46
480,59.974870835443035,29.76265539240507,158
481,67.96968835294118,20.551730058823537,17
482,64.99774679999999,25.197699800000002,5
483,65.66040159459459,21.870985270270264,37
484,64.68089225260418,24.469257661458325,384
485,65.01234741860465,25.546733697674423,43
486,62.699482210526305,29.88323747368421,38
487,66.45177881395348,25.51369520930232,43
488,67.13089908444442,20.663810751111118,225
489,62.63257022962964,29.672843103703705,135
490,63.24031346153846,22.19080253846154,39
491,69.0540276034482,20.791006158620682,290
492,65.11713114705881,25.818117705882347,34
493,64.125836796875,29.445739312500006,64
494,63.09656648736458,29.812827512635394,277
495,64.92611641463415,21.23301669512195,82
496,66.69047829268293,26.696532487804877,41
497,63.348631549999986,25.67455038333333,60
498,62.58251425581397,21.967752372093024,43
499,65.03377869473687,25.414107063157893,95
