lat,lon,size,label
60.21405730769231,25.617216446153847,65,"Porvoo, Newland"
59.93713130555555,30.37417870740741,540,"Unknown, Petrograd"
62.1614811,23.1043439,20,"Kihniö, Tampere"
63.90292588888889,24.232432694444444,36,"Jämsä, Pohjois-pohjanmaan maakunta"
60.21072586363636,20.66700863636364,22,"Unknown, Ålands skärgård"
64.82971847115384,25.286251557692307,104,"Virkkula, Pohjois-pohjanmaan maakunta"
67.58064209976799,24.250521375870072,436,"Kolari, Lapin maakunta"
60.89874342105264,21.741146894736843,19,"Laitila, Finland Proper"
61.203108541666666,22.374289583333333,24,"Kokemäki, Satakunta"
62.93896803225807,25.809677548387096,31,"Enekoski, Central Finland"
69.38082253846154,24.00582569230769,13,"Suoidnerohtu, Finnmark Fylke"
63.9866735,25.751869272727276,22,"Kärsämäki, North Ostrobothnia"
69.52131019512196,21.408215926829268,41,"Bilto, Troms"
69.78610172289156,20.58921134939759,86,"Hamnnes, Troms Fylke"
62.11830708888889,24.2175778,45,"Mänttä-Vilppula, Tampere"
69.75528746153846,20.481290353846155,191,"Djupvik, Troms Fylke"
60.78853525,21.374933857142857,28,"Uusikaupunki, Varsinais-Suomen maakunta"
62.85280792903225,28.403362999999995,155,"nan, Pohjois-Savon maakunta"
68.10286908,27.40935072,25,"Sodankylä, Lapland"
61.533280380952384,30.252526809523808,21,"Lakhdenpokh'ya, Karelia Republic"
65.40777028571429,28.181056285714284,7,"Taivalkoski, Pohjois-pohjanmaan maakunta"
63.53850642424243,30.06153912121212,33,"Nurmijärvi, Itä-Suomen lääni"
60.43730769495413,22.22383164449542,436,"Turku, Finland Proper"
60.10225468292683,29.95345856097561,41,"Sestroretsk, Petrograd"
62.31071444444445,29.556365296296292,27,"Rääkkylä, North Karelia"
63.6655377037037,22.686853999999997,486,"Pedersöre, Pohjanmaan maakunta"
60.74954766216216,26.818662702702703,74,"Kouvola, Kymeenlaakson maakunta"
63.07771208333333,26.74631404166667,24,"Tervo, North Savo"
65.47349096296297,29.458696777777774,27,"Hossa, Kainuun maakunta"
65.60417433628318,22.319892035398237,113,"Luleå, Norrbottens Län"
67.08147676119403,27.05272680597015,67,"Pelkosenniemi, Lapin maakunta"
61.49771134931508,23.74372534657535,732,"Tampere, Tampere"
64.153947875,26.307358458333333,24,"Pyhäntä, Pohjois-pohjanmaan maakunta"
62.23928,22.331779565217392,23,"Kauhajoki, South Ostrobothnia"
60.21810194444444,22.099919361111112,72,"Lillmälö, Varsinais-Suomen maakunta"
68.72047541666667,26.04517433333333,12,"Enare, Lapin maakunta"
69.68189470454546,30.37408390909091,44,"nan, Finnmark Fylke"
63.9075495,29.0307292,20,"Sotkamo, Kainuu"
65.95083699999999,28.15412343181818,44,"Posio, Lapland"
68.45004922,22.45525074,100,"Karesuando, Norrbottens Län"
61.753135,27.653817217391303,23,"Juva, Southern Savonia"
65.92002897058823,22.704632911764705,34,"Unknown, Norrbottens Län"
60.51394605555556,26.022797083333334,36,"Loviisa, Newland"
65.02185846236559,25.462535945519715,1400,"Oulu, Pohjois-pohjanmaan maakunta"
61.85801964615385,23.797340261538466,65,"Ylöjärvi, Tampere"
61.825274234375,24.202824078125,64,"Juupajoki, Tampere"
63.21098062222222,21.155462155555558,45,"Korsholm, Pohjanmaan maakunta"
62.24465292957746,25.877679422535213,71,"Jyväskylä, Central Finland"
67.13065088636364,20.85100125,44,"Koskullskulle, Norrbottens Län"
60.978347032520325,25.52918092682927,121,"Hollola, Paijat-Hame"
66.5786662,27.7023534,10,"Äpräänniemi, Lapin maakunta"
68.31647820930233,23.843984651162792,43,"Raattama, Lapin maakunta"
63.09937665384616,23.83150046153846,26,"Vimpeli, South Ostrobothnia"
63.64904783333333,26.59080279166667,24,"Kiuruvesi, Pohjois-Savon maakunta"
64.95102797014925,25.711051373134328,67,"Oulu, Pohjois-pohjanmaan maakunta"
69.7425767,24.5674963,20,"Unknown, Finnmark Fylke"
67.39768252631579,22.551737298245616,57,"Junosuando, Norrbottens Län"
67.78544103229277,24.836823319698595,929,"Kittilä, Lapin maakunta"
67.69500595121951,26.758547707317074,41,"Sodankylä, Lapin maakunta"
61.85542845,26.98684045,20,"Mikkeli, Southern Savonia"
67.91793690909091,24.51048743181818,44,"Kittilä, Lapland"
63.205787703703706,27.35082996296296,27,"Tölvä, Pohjois-Savon maakunta"
65.15415,28.945899233333336,30,"Suomussalmi, Kainuun maakunta"
66.44174458490566,25.504443905660377,53,"Rovaniemi, Lapin maakunta"
63.3946867368421,29.672659184210524,38,"Kylänlahti, Pohjois-karjala maakunta"
61.53172636666667,23.975346233333333,60,"Kangasala, Tampere"
63.255118,21.66002895,40,"Korsholm, Pohjanmaan maakunta"
69.76682351724138,23.851165172413797,58,"Alta, Finnmark Fylke"
65.77470233333334,23.138533,9,"Storön, Norrbotten"
62.4392138125,21.6323481875,32,"nan, Etelä-Pohjanmaan maakunta"
67.60513877777778,28.443918777777775,9,"Savukoski, Lapin lääni"
67.88009692857143,21.05106514285714,28,"Esrange, Norrbotten"
67.07727623529412,21.476295470588237,17,"Unknown, Norrbottens Län"
63.4429,20.65283966666667,9,"Korsholm, Ostrobothnia"
61.86533695,23.610396475,40,"Ylöjärvi, Tampere"
65.38312041666667,26.96123875,12,"Pudasjärvi, North Ostrobothnia"
61.9023204159292,29.264547752212387,113,"Savonlinna, Southern Savonia"
64.23625256603773,28.550018075471694,53,"Unknown, Oulun lääni"
64.59467568421053,26.922244421052632,19,"Vaala, Kainuun maakunta"
66.58500622222222,22.73851240740741,27,"Unknown, Norrbottens Län"
64.67027288888889,21.246136555555555,54,"Skelleftehamn, Västerbottens Län"
60.06767378947369,24.346522315789475,19,"Kirkkonummi, Newland"
64.4651506,27.54638935,20,"Paltamo, Kainuun maakunta"
69.69270159090908,29.12104810606061,66,"Näätämö, Lapland"
62.63378166025641,29.669680173076923,156,"Marjala, Pohjois-karjala maakunta"
69.76919703846154,25.189521,26,"Unknown, Finnmark Fylke"
67.4254005,29.601306666666662,6,"Poropirtti, Murmansk"
62.474763,27.81233482352941,17,"Leppävirta, North Savo"
68.80176891176471,23.2411915,34,"Oskal, Finnmark Fylke"
63.237920217391306,22.001717869565216,23,"nan, Pohjanmaan maakunta"
64.5730774117647,21.957899705882355,17,"Bjuröklubb, Västerbotten"
61.62185637356322,21.456471270114942,174,"Reposaari, Satakunnan maakunta"
63.74179724242424,27.87384018181818,33,"nan, Pohjois-Savon maakunta"
66.02065817021277,29.093067127659577,47,"Kuusamo, Pohjois-pohjanmaan maakunta"
68.34499691463417,27.47339036585366,246,"nan, Lapin maakunta"
66.77272530434783,22.10304534782609,23,"Unknown, Norrbottens Län"
61.12737525,28.5838799375,16,"Lappeenranta, South Karelia"
67.77007973529412,22.31673026470588,34,"Lainio, Norrbotten"
62.0619716875,28.48461684375,32,"Rantasalmi, Southern Savonia"
60.246972182203386,24.921334699152546,236,"Helsinki, Newland"
68.19828583544304,24.10263846835443,79,"Raattama, Lapin maakunta"
61.76441834782609,22.87550532608696,46,"Ikaalinen, Pirkanmaan maakunta"
68.8133036875,30.385945125,16,"Songel’skiy, Murmansk"
66.09881916666667,27.70113033333333,12,"Posio, Lapin maakunta"
64.1070670952381,27.538217,21,"nan, Kainuun maakunta"
